0,1,2,3,4
0.0,14.760842712768337,-13.77442343431695,27.51684780915063,-27.84230974532382
0.0,16.090301317560844,3.174295681318568,38.83003897868622,-29.236511275544103
0.0,21.958313559854364,1.7903270364822468,38.035374722210676,-30.546827567122154
0.0,20.90851767608798,2.730113940215397,40.8683013015986,-29.463045601023946
0.0,18.46193247829334,4.383278510350375,46.91044415486755,-42.039943161222304
0.0,15.937102847163507,2.594002270612279,38.453942050622544,-34.194800606087966
0.0,13.580767107671809,-5.44310401535645,30.490619912831754,-36.20695956839635
0.0,14.998163254495537,-14.617586699933582,27.54470385626713,-27.04067224635148
0.0,26.598322787726026,7.467381151629616,34.16334153071686,-29.730342662054216
0.0,20.979734694533345,6.22822661839744,37.672806259386704,-36.36102923183295
0.0,18.094318650522894,6.160716586072909,37.25854863711962,-40.4946683103672
0.0,17.02617852503377,2.902005752095338,41.95863112458114,-38.22144772658586
0.0,14.141391571085437,2.8633370173008954,40.17998585278917,-37.130592725770526
0.0,17.073562898417965,-6.223316987466711,29.029941622228662,-32.73407039939127
0.0,16.179901976049376,-15.047656941276005,30.033360800522185,-30.450569578112383
0.0,20.159280131669284,6.873197557345966,47.21497705225011,-31.168198347423733
0.0,15.682321341476506,2.281868524414185,42.84030880053506,-28.174081463032753
0.0,18.637159820662113,4.026716164128089,40.28791954478477,-24.53923058245483
0.0,16.216104956559953,1.5443674816613535,45.682125443759695,-26.992403919507517
0.0,14.976388140462234,3.997854900805132,32.35826830438381,-32.30318109343617
0.0,14.533214029748377,-5.319069080709683,17.97002640419225,-35.9194276751645
0.0,13.765055909153304,-11.497409604788874,18.05017909921225,-30.319257170731596
0.0,17.446794372328238,2.136145252639284,48.65027722018338,-29.619072367218415
0.0,15.837795482080333,1.8664629310795977,51.96871390726042,-30.060291517843787
0.0,14.848634599245779,1.4543842993447185,53.3803764774399,-32.54670323075376
0.0,16.417209570491963,3.244659959976757,49.631760225721806,-38.91427150528646
0.0,14.800790980507497,2.9018064398746986,45.88840749125908,-38.941915488762966
0.0,13.619067797749416,-7.075272278602105,33.93077098092001,-34.47203653173845
0.0,17.3273203139457,-12.017783415706566,23.702039055150948,-31.05720267729894
0.0,15.806299848235001,3.60744892654528,56.22736772862755,-36.475248133230174
0.0,18.37726233348044,4.467676794696916,43.55177016117845,-27.140305236301785
0.0,23.582963194904984,10.47120717341855,30.41845708635086,-39.20316343838107
0.0,19.73445747238706,5.973825648208998,46.90568960335471,-38.18636513211693
0.0,13.545553701517806,5.062088240698201,38.58469398579473,-41.00065351092253
0.0,13.232128805128722,-6.006088312053755,21.883015065906704,-35.561157818839376
0.0,15.30731086296574,-12.583850831887256,15.47662156701708,-20.67922462670272
0.0,21.591314681325805,9.847159411703954,32.630531061660676,-34.42939720979894
0.0,18.623178188691277,3.630013252556521,41.886846030523046,-27.567454829402703
0.0,16.795649135537044,2.7805199062040233,38.412144357000244,-31.56826176602257
0.0,14.472600837160698,1.4096409920761044,43.791375489800856,-38.0176498365226
0.0,8.760187696845486,2.1717191067731814,34.35518649801278,-38.7765622561866
