0,1,2,3,4
8301.430845543036,-861.457567804453,803.8891505409114,-401.47770097860644,406.22627213752406
9475.183942805546,-939.046103802508,-185.25507590128805,-566.5399934685985,426.5680216335385
9760.683650919813,-1281.5091767082472,-104.48527935931783,-554.9456429473306,445.68586448916625
10192.541652273658,-1220.2420372692343,-159.3321845190167,-596.2787512314717,429.8732141765645
10324.466188783483,-1077.4568741907453,-255.81252493596853,-684.4351286820911,613.3732993946373
9977.623014567816,-930.1052875992642,-151.3885711273044,-561.0526450967437,498.91070474244907
9056.027647373878,-792.587173317256,317.66500311798364,-444.86578073617164,528.2686079366667
8522.555998642663,-875.3078323621469,853.0970033846966,-401.88412768242983,394.5301802618177
10368.344809241897,-1552.3047635059393,-435.8038446671594,-498.4517089540323,433.77314524007403
10434.307077496807,-1224.3983338093472,-363.4855447499963,-549.6556782714528,530.5165229121062
10276.979129142639,-1056.0025629346221,-359.5455916334724,-543.6115558140342,590.8273523150792
10089.195954088711,-993.6648351718127,-169.36396285776325,-612.1869364158906,557.6604946821245
9892.75252499694,-825.3057786233214,-167.10721675767232,-586.236056448526,541.7446470215972
9005.509498819787,-996.4302346711363,363.1990137705187,-423.5541186574333,477.59828519490287
8667.326578641962,-944.275287991866,878.1963335043409,-438.1942557695468,444.2814363222301
10365.025045194061,-1176.5157836072806,-401.1266948647209,-688.8783399234909,454.75181979265864
10011.39800531541,-915.2359836928671,-133.17213301046786,-625.0508345193801,411.06690458929825
10068.844357099779,-1087.6833174302812,-235.00318921412668,-587.810836046141,358.0335199132672
9916.85689873561,-946.3881302018121,-90.13083334310289,-666.5136510613663,393.8259332846274
9834.295810241494,-874.0370148933333,-233.31881697402065,-472.1152385111775,471.31150230716264
8788.71447273908,-848.1729298300045,310.42620007653125,-262.1871857313824,524.0734456036339
8281.512261255995,-803.3424523881805,671.0003423873234,-263.35663362552555,442.3655554120747
9662.96711785947,-1018.2123973836142,-124.66757688731882,-709.8197288366655,432.14968377138666
9981.664466452146,-924.3096102890779,-108.92864643928242,-758.2365511853252,438.58718167991896
9968.962760529972,-866.5811902472558,-84.87932467993286,-778.8330616273656,474.8645512794053
10069.85472007086,-958.1247969330595,-189.36160569316536,-724.1398116944883,567.7689671272688
9741.631092036558,-863.7889887290056,-169.35233079690013,-669.5233577965859,568.1722997694745
8876.760388790499,-794.8224399589733,412.91997803123655,-495.05844638648193,502.9556463299015
8587.652241493794,-1011.2397716499279,701.3698792915085,-345.81868585989287,453.1323651672832
9838.914612395009,-922.4714935462318,-210.5343332161048,-820.3713769954842,532.1830052889868
9958.426118117262,-1072.5154397187775,-260.7380933587761,-635.4312339527495,395.98385053772665
10284.340345074806,-1376.3253569480414,-611.1101404655458,-443.81290702503264,571.9839727825139
10287.082758853458,-1151.7227076335814,-348.6384492765071,-684.3657585847676,557.1486308425802
9933.311381407515,-790.5320836580931,-295.4285408157126,-562.9603485770084,598.2098031123903
8784.384345720156,-772.2402927226647,350.52133065851353,-319.278670292272,518.8461986731365
8260.438976430574,-893.3499964897367,734.4061407736899,-225.80778469747727,301.71506630159524
10065.235917917344,-1260.0907545059229,-574.6900879345717,-476.08762032655613,502.3335279440205
9755.920511199001,-1086.8673353819722,-211.85120988656593,-611.1395739154013,402.21607007833387
9678.844250262186,-980.210909061516,-162.27392718970006,-560.442806278792,460.5888452636972
9612.737644439974,-844.6354831896255,-82.26806044487628,-638.9271357051863,554.6870324260416
9244.965522966184,-511.2533297510955,-126.74370265167705,-501.25077507339597,565.7597546943783
8110.905256710459,-680.528757226877,445.04548586564374,-281.2104000202522,392.0869551160823
8012.611373380927,-848.6188501920611,720.5659614033839,-264.4352151679855,403.21827979066154
9741.198079334667,-1085.124322225909,-189.9310153285877,-760.0052495891608,532.1336761426933
10278.999855084805,-1020.8004805450813,-348.2140918756506,-613.2884502850951,565.7591524250646
9948.178150839145,-847.5980555684541,-76.17475513579397,-672.0461480594695,505.4215731168277
10059.318077658148,-734.1823722446779,-35.03013984434681,-795.4725282808745,553.7861564052359
9729.218061248981,-511.5892298739069,-61.62586914735131,-603.3267346564122,658.6913870292836
9335.465177661657,-1106.7172784030577,239.6477716689899,-261.15145830616007,469.0730729318746
